ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1679277119,2023-12-23 11:28,FIL/USDT,Bot Testing channel,⏫LONG, 10x,Cross, 5.146, 4.875, 5.805
1679277119,2023-12-24 11:20,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 10x,Cross, 0.04891, 0.04591, 0.05785
1679277119,2023-12-24 13:12,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 25x,Cross, 2.7075, 2.7615,"  2.6795, 2.6530, 2.6060"
1679277119,2023-12-25 13:02,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 25x,Cross, 100.91, 97.29,"  101.90, 102.85, 103.98, 105.46"
1679277119,2023-12-25 14:09,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 20x,Cross, 3.032, 2.970, 3.195
1679277119,2023-12-26 09:32,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 25x,Cross, 4.393, 4.555,"  4.359, 4.312, 4.265"
1679277119,2023-12-26 11:52,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 25x,Cross, 174.15, 171.90, 179.52
1679277119,2023-12-26 13:27,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 25x,Cross, 0.010217, 0.010342,"  0.010122, 0.010030, 0.009873"
1679277119,2023-12-27 11:35,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 25x,Cross, 2285, 2341.87,"  2258.84, 2235.45, 2178.42"
1679277119,2023-12-27 17:35,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 10x,Cross, 6.100, 5.581, 7.397
1679277119,2023-12-28 11:53,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 10x,Cross, 0.6732, 0.7165,"  0.6656, 0.6600, 0.6525, 0.6454"
1679277119,2023-12-28 14:05,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 10x,Cross, 8.490, 9.052,"  8.376, 8.297, 8.206, 8.087"
1679277119,2023-12-29 11:56,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 10x,Cross, 9.443, 10.017,"  9.332, 9.232, 9.145, 9.065"
1679277119,2023-12-29 13:53,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 15x,Cross, 1.7457, 1.8543,"  1.7237, 1.7049, 1.6880, 1.6720"
1679277119,2023-12-30 11:25,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 10x,Cross, 3.794, 4.100, 3.182
1679277119,2023-12-30 13:22,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 15x,Cross, 0.03434, 0.03654,"  0.03399, 0.03365, 0.03331, 0.03294"
1679277119,2024-01-01 11:41,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 15x,Cross, 0.08747, 0.09169,"  0.08652, 0.08561, 0.08480"
1679277119,2024-01-01 14:07,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 10x,Cross, 9.082, 9.677, 8.015
1679277119,2024-01-02 11:12,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 15x,Cross, 0.6304, 0.5932,"  0.6391, 0.6450, 0.6513"
1679277119,2024-01-02 13:37,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 20x,Cross, 0.2771, 0.2686,"  0.2797, 0.2831, 0.2854, 0.2884"
1679277119,2024-01-03 09:46,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 15x,Cross, 8.548, 8.025,"  8.652, 8.813, 8.912, 8.989"
1679277119,2024-01-03 14:27,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 10x,Cross, 80.53, 70.71, 105.3
1679277119,2024-01-04 12:17,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 20x,Cross, 10.066, 9.663,"  10.175, 10.263, 10.372"
1679277119,2024-01-04 14:44,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 10x,Cross, 8.4055, 7.9335, 9.4615
1679277119,2024-01-04 17:08,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 15x,Cross, 0.7756, 0.7313,"  0.7843, 0.7915, 0.7996, 0.8077"
1679277119,2024-01-05 12:33,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 15x,Cross, 0.5714, 0.5966,"  0.5669, 0.5599, 0.5545"
1679277119,2024-01-05 17:31,MARAFON/USDT,MONITOR bot chenel,⏬SHORT, 25x,Cross, 2252.7, 2296.76, 2100
1679277119,2024-01-06 13:01,MARAFON/USDT,MONITOR bot chenel,⏫LONG, 10x,Cross, 0.7788, 0.7196, 0.8935
