ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
2014841058,2024-01-24 09:22,TRADINGVIEWBINANCEBYBITMEXC/USDT,TEST bot chenel,⏬SHORT, 10 - 20,Cross, 1970 - 1975, - 2021," 20%, 40%, 60%, 80%, 100% 🚀🚀🚀"
2014841058,2024-02-11 11:02,ETC/USDT,MONITOR bot chenel,⏫LONG,25,Cross, 25.136-26.080, пока не ставим,+30% +60% +100%
2014841058,2024-02-12 14:50,LDO/USDT,MONITOR bot chenel,⏫LONG,25,Cross, 2.7686-2.900, пока не ставим,+30% +60% +100%
2014841058,2024-02-14 12:04,OP/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 3.6909-3.8299, пока не ставим,+30% +60% +100%
2014841058,2024-02-14 16:37,LDO/USDT,MONITOR bot chenel,⏬SHORT,20,Cross,2.2663-2.1530, пока не ставим,+30% +60% +100%
2014841058,2024-02-15 11:23,OP/USDT,MONITOR bot chenel,⏫LONG,20,Cross,3.7576-3.9150, пока не ставим,+30% +60% +100%
2014841058,2024-02-18 17:36,ETC/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 25.334-26.200, пока не ставим,+30% +60% +100%
2014841058,2024-02-19 16:41,DYDX/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 3.064-3.180, пока не ставим,+30% +60% +100%
2014841058,2024-02-20 16:56,ENJ/USDT,MONITOR bot chenel,⏬SHORT,20,Cross, 0.3487-0.3372, пока не ставим,+30% +60% +100%
2014841058,2024-02-21 13:07,SUI/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 1.58912-1.64966, пока не ставим,+30% +60% +100%
2014841058,2024-02-23 11:18,WLD/USDT,MONITOR bot chenel,⏫LONG,20,Cross,Тейки : 8.3500-8.7004, пока не ставим,+30% +60% +100%
2014841058,2024-02-24 15:00,ADA/USDT,MONITOR bot chenel,⏫LONG,20,Cross,0.57045-0.5900, пока не ставим,+30% +60% +100%
2014841058,2024-02-25 17:35,AVAX/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 35.538-36.700, пока не ставим,+30% +60% +100%
2014841058,2024-02-26 16:21,STG/USDT,MONITOR bot chenel,⏫LONG,20,Cross,0.6366-0.6611, пока не ставим,+30% +60% +100%
2014841058,2024-02-27 11:32,INCH/USDT,MONITOR bot chenel,⏫LONG,20,Cross, 0.4736-0.4880, пока не ставим,+30% +60% +100%
