ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1561913115,2023-12-23 10:29,WOO/USDT,Bot Testing channel,⏫Лонг, - x25 ,Сross, 0.4205$, 0.40718, 0.42506$ - 0.42901$ - 0.44381$- Open
1561913115,2023-12-23 15:11,FTM/USDT,Bot Testing channel,⏬Шорт, - x25 ,Сross, 0.4933$, 0.5092, 0.4885$ - 0.4834$ - 0.4619$- Open
1561913115,2023-12-24 10:55,SFP/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.8201$, 0.8467, 0.8120$ - 0.8034$ - 0.7774$- Open
1561913115,2023-12-24 16:58,ANKR/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.03166$, 0.03268, 0.03134$ - 0.03103$ - 0.02930$- Open
1561913115,2023-12-25 10:38,QTUM/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 2.381$, 3.485, 3.347$ - 3.310$ - 3.118$- Open
1561913115,2023-12-25 12:22,VET/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.03736$, 0.03852, 0.03700$ - 0.03661$ - 0.03472$- Open
1561913115,2023-12-26 09:45,SSV/USDT,MONITOR bot chenel,⏫Лонг, - x20 ,Сross, 23.38$, 22.66, 23.62$ - 23.86$ - 25.23$- Open
1561913115,2023-12-26 16:45,LPT/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 8.683$, 8.418, 8.769$ - 8.857$ - 9.191$- Open
1561913115,2023-12-27 10:48,ACH/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.02378$, 0.02450, 0.02353$ - 0.02328$ - 0.02220$- Open
1561913115,2023-12-27 16:55,SNX/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 4.316$, 4.454, 4.271$ - 4.227$ - 4.115$- Open
1561913115,2023-12-28 10:38,LPT/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 8.649$, 8.370, 8.735$ - 8.828$ - 9.177$- Open
1561913115,2023-12-28 16:46,AXS/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 8.995$, 8.720, 9.096$ - 9.186$ - 9.753$- Open
1561913115,2023-12-29 10:39,LTC/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 76.33$, 78.63, 75.55$ - 74.77$ - 70.80$- Open
1561913115,2023-12-29 17:35,DAR/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.1550$, 0.1501, 0.1566$ - 0.1582$ - 0.1677$- Open
1561913115,2023-12-30 10:09,ATOM/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 10.650$, 10.310, 10.756$ - 10.868$ - 11.520$- Open
1561913115,2023-12-30 15:54,SSV/USDT,MONITOR bot chenel,⏬Шорт, - x20 ,Сross, 27.34$, 28.18, 27.06$ - 26.76$ - 25.23$- Open
1561913115,2023-12-31 10:53,GTC/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 1.407$, 1.363, 1.421$ - 1.436$ - 1.514$- Open
1561913115,2023-12-31 16:49,KNC/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.7159$, 0.6938, 0.7234$ - 0.7323$ - 0.7673$- Open
1561913115,2024-01-01 11:18,MKR/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 1722.4$, 1775.7, 1704.7$ - 1686.5$ - 1610.4$- Open
1561913115,2024-01-01 17:07,FTM/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.5037$, 0.5190, 0.4984$ - 0.4932$ - 0.4670$- Open
1561913115,2024-01-02 10:24,BLUR/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.528$, 0.5441, 0.5227$ - 0.5174$ - 0.4884$- Open
1561913115,2024-01-02 16:34,AAVE/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 112.87$, 109.29, 114.04$ - 115.17$ - 121.38$- Open
1561913115,2024-01-03 10:33,ACH/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.02285$, пока не ставлю, 0.02262$ - 0.02238$ - 0.02120$- Open
1561913115,2024-01-03 17:09,ACH/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.01999$, пока не ставлю, 0.02019$ - 0.02040$ - 0.02149$- Open
1561913115,2024-01-04 10:09,THETA/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 1.1686$, пока не ставлю, 1.1805$ - 1.1924$ - 1.1452$- Open
1561913115,2024-01-04 17:10,NKN/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 0.13030$, пока не ставлю, 0.12885$ - 0.12766$ - 0.12167$- Open
1561913115,2024-01-05 10:30,ONE/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.011817$, пока не ставлю, 0.01837$ - 0.01856$ - 0.01948$- Open
1561913115,2024-01-05 15:47,FIL/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 5.908$, пока не ставлю, 5.966$ - 6.034$ - 6.356$- Open
1561913115,2024-01-06 10:51,INCH/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.4343$, пока не ставлю, 0.4387$ - 0.4437$ - 0.4670$- Open
1561913115,2024-01-06 16:16,ICP/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 12.261$, пока не ставлю, 12.384$ - 12.520$ - 13.275$- Open
1561913115,2024-01-07 10:47,ENJ/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.305$, пока не ставлю, 0.3080$ - 0.3112$ - 0.3270$- Open
1561913115,2024-01-07 16:52,KNC/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.6402$, пока не ставлю, 0.6467$ - 0.6531$ - 0.6821$- Open
1561913115,2024-01-08 10:42,AXS/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 7.185$, пока не ставлю, 7.258$ - 7.336$ - 7.784$- Open
1561913115,2024-01-08 15:06,ENS/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 13.389$, пока не ставлю, 13.251$ - 13.102$ - 12.379$- Open
1561913115,2024-01-09 10:43,SOL/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 106.621$, пока не ставлю, 99.526$ - 98.597$ - 91.909$- Open
1561913115,2024-01-09 15:32,PHB/USDT,MONITOR bot chenel,⏫Лонг, - x25 ,Сross, 0.8158$, пока не ставлю, 0.8239$ - 0.8324$ - 0.8761$- Open
1561913115,2024-01-10 09:59,LINK/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 14.333$, пока не ставлю, 14.188$ - 14.041$ - 13.181$- Open
1561913115,2024-01-10 16:13,LTC/USDT,MONITOR bot chenel,⏬Шорт, - x25 ,Сross, 67.33$, пока не ставлю, 66.64$ - 65.98$ - 61.74$- Open
1561913115,2024-01-11 10:42,FIL/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 6.205$, пока не ставлю, 6.138$ - 6.080$ - 5.740$- Open
1561913115,2024-01-11 16:51,BAKE/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 0.4056$, пока не ставлю, 0.4015$ - 0.3974$ - 0.3713$- Open
1561913115,2024-01-12 10:33,STX/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 1.7506$, пока не ставлю, 1.7682$ - 1.7859$ - 1.8896$- Open
1561913115,2024-01-12 16:27,LINA/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.00898$, пока не ставлю, 0.00908$ - 0.00916$ - 0.00965$- Open
1561913115,2024-01-19 16:15,C/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.2292$, 0.2197, 0.2315$ - 0.2338$ - 0.2536$- Open
1561913115,2024-01-20 11:00,MATIC/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.7705$, 0.2197, 0.7784$ - 0.7864$ - 0.8484$- Open
1561913115,2024-01-20 14:45,ARB/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 1.7789$, 1.7076, 1.7966$ - 1.8148$ - 1.9277$- Open
1561913115,2024-01-21 10:29,RDNT/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.3215$, 0.3100, 0.3247$ - 0.3281$ - 0.3469$- Open
1561913115,2024-01-21 16:40,MATIC/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.7922$, 0.7567, 0.8002$ - 0.8086$ - 0.8637$- Open
1561913115,2024-01-22 10:22,ZEC/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 23.19$, 22.15, 23.43$ - 23.68$ - 15.25$- Open
1561913115,2024-01-23 10:26,ANKR/USDT,TEST bot chenel,⏫Лонг, - 25 ,Сross, 0.02213$, пока не ставим!, 0.02236$ - 0.02258$ - 0.02465$- Open
1561913115,2024-01-23 15:53,ACH/USDT,TEST bot chenel,⏫Лонг, - 25 ,Сross, 0.01627$, пока не ставим!, 0.01643$ - 0.01661$ - 0.01757$- Open
1561913115,2024-01-24 11:00,OP/USDT,TEST bot chenel,⏫Лонг, - 25 ,Сross, 2.871$, пока не ставим!, 2.9010$ - 2.9287$ - 3.0704$- Open
1561913115,2024-01-24 15:47,GMT/USDT,TEST bot chenel,⏫Лонг, - 25 ,Сross, 0.2612$, пока не ставим!, 0.2640$ - 0.2666$ - 0.2822$- Open
1561913115,2024-01-28 10:42,ICP/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 12.823$, пока не ставим!, 12.698$ - 12.562$ - 11.814$- Open
1561913115,2024-01-28 15:55,SOL/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 97.149$, пока не ставим!, 96.162$ - 95.142$ - 89.272$- Open
1561913115,2024-01-29 11:06,AXS/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 7.313$, пока не ставим!, 7.389$ - 7.468$ - 8.067$- Open
1561913115,2024-02-08 17:24,ASTR/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.17866$, 0.17055, 0.18043$ - 0.18225$ - 0.19397$- Open
1561913115,2024-02-09 10:33,ARB/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 1.9051$, 1.9909, 1.8364$ - 1.8659$ - 1.7364$- Open
1561913115,2024-02-09 17:06,AVAX/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 37.336$, 38.989, 36.949$ - 36.559$ - 33.845$- Open
1561913115,2024-02-10 10:33,ARB/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 1.9593$, 1.8714, 1.9792$ - 1.9999$ - 2.1563$- Open
1561913115,2024-02-10 15:36,OMG/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.6482$, 0.6182, 0.6551$ - 0.6617$ - 0.7196$- Open
1561913115,2024-02-11 10:50,CHZ/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.10154$, 0.09691, 0.10254$ - 0.10374$ - 0.11090$- Open
1561913115,2024-02-11 17:05,AAVE/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 87.96$, 84.01, 88.84$ - 89.78$ - 97.15$- Open
1561913115,2024-02-12 10:45,SOL/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 104.781$, 100.085, 105.843$ - 106.948$ - 113.986$- Open
1561913115,2024-02-12 17:25,FXS/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 9.091$, 8.672, 9.186$ - 9.276$ - 10.057$- Open
1561913115,2024-02-13 16:00,CHZ/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 0.09876$, 0.09431, 0.09979$ - 0.10077$ - 0.10584$- Open
1561913115,2024-02-14 10:55,ACH/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 0.020052$, 0.020957, 0.019854$ - 0.019644$ - 0.018440$- Open
1561913115,2024-02-14 16:05,ATOM/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 10.211$, 9.754, 10.315$ - 10.417$ - 11.040$- Open
1561913115,2024-02-15 11:07,MAGIC/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 1.3493$, 1.2878, 1.3633$ - 1.3761$ - 1.4590$- Open
1561913115,2024-02-15 16:36,ARB/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 2.0934$, 1.9986, 2.1145$ - 2.1370$ - 2.2906$- Open
1561913115,2024-02-16 10:18,ICP/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 13.415$, 12.814, 13.550$ - 13.694$ - 14.491$- Open
1561913115,2024-02-17 15:53,AXS/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 7.78$, 7.427, 7.860$ - 7.942$ - 8.479$- Open
1561913115,2024-02-18 10:37,LRC/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 0.2589$, 0.2705, 0.2562$ - 0.2536$ - 0.2359$- Open
1561913115,2024-02-18 16:29,MANA/USDT,MONITOR bot chenel,⏬Шорт, - 25 ,Сross, 0.5033$, 0.5261, 0.4982$ - 0.4933$ - 0.4553$- Open
1561913115,2024-02-19 10:42,DYDX/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 3.194$, 3.049, 3.226$ - 3.258$ - 3.512$- Open
1561913115,2024-02-19 16:10,TRB/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross, 126.712$, 120.954, 128.002$ - 129.272$ - 139.090$- Open
1561913115,2024-02-20 10:26,FTM/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross,ТВХ 0.4258, 0.4064, 0.4302$ - 0.4345$ - 0.4674$- Open
1561913115,2024-02-20 15:13,ROSE/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross,ТВХ 0.11856, 0.11317, 0.11974$ - 0.12091$ - 0.12982$- Open
1561913115,2024-02-21 10:31,APT/USDT,MONITOR bot chenel,⏫Лонг, - 25 ,Сross,ТВХ 9.177, 8.760, 9.270$ - 9.363$ - 10.168$- Open
