ID,Channel_name,Channel_link,Admin,Rate,Confidence_rate,Signal_rate,Signals,Workspace,Instrument,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1561913115,CryptoLab,,@Crypto_Angel_Trader/,50,50,50,,,#,Лонг/Шорт,Плечо,Сross,Вход -,Стоп -,Цели -
,,,,,,,DEF,DEF,,,DEF,DEF,DEF,DEF,DEF
