ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1772115937,2023-12-27 09:51,ID/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.3360 - 0.3430, 0.3255, 0.347 0.355 0.378
1772115937,2023-12-27 16:29,DOGE/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.0915 - 0.0935, 0.898, 0.094 0.096 0.1
1772115937,2023-12-28 09:54,LTC/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 75.0 - 76.50, 72.9, 77.0 79.0 82.0
1772115937,2023-12-28 14:22,ALGO/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.219 - 0.224, 0.212, 0.227 0.235 0.245
1772115937,2023-12-29 10:27,NEAR/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 3.80 - 3.90, 3.72, 3.95 4.1 4.3
1772115937,2023-12-29 10:52,GALA/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.0315 - 0.03215, 0.0307, 0.0325 0.0333 0.035
1772115937,2023-12-30 08:22,LTC/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 72.1 - 73.6, 70.4, 74.2 76.0 79.0
1772115937,2024-01-02 08:47,BNB/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 312.0 - 319.0, 305, 324.7 329.7 337
1772115937,2024-01-03 07:39,FTM/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.4850 - 0.4950, 0.4720, 0.50 0.515 0.535
1772115937,2024-01-03 07:49,FTM/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.480 - 0.490, 0.4650, 0.495 0.510 0.530
1772115937,2024-01-04 09:50,GALA/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 0.0269 - 0.0275, 0.0262, 0.0278 0.0284 0.030
1772115937,2024-01-04 13:33,UNI/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 6.50 - 6.65, 6.30, 6.70 6.90 7.15
1772115937,2024-01-05 09:53,AVAX/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 36.50 - 37.30, 35.60, 38.0 39.0 41.0
1772115937,2024-01-06 10:51,KNC/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, 0.6390 - 0.653, 0.671, 0.633 0.61 0.59
1772115937,2024-01-07 08:33,WLD/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 2.77 - 2.83, 2.69, 2.86 2.95 3.10
1772115937,2024-01-07 08:47,WLD/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 2.72 - 2.78, 2.64, 2.82 2.92 3.0
1772115937,2024-01-08 10:24,OP/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 3.04 - 3.10, 2.96, 3.15 3.25 3.35
1772115937,2024-01-09 09:30,FTM/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, 0.389 - 0.397, 0.41, 0.387 0.375 0.36
1772115937,2024-01-10 09:42,UNI/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, 6.05 - 6.18, 5.88, 6.25 6.40 6.70
1772115937,2024-01-11 10:02,RUNE/USDT,MONITOR bot chenel,⏫LONG,5 - 55,Cross, 4.99 - 5.09, 4.84, 5.15 5.30 5.55
1772115937,2024-01-12 09:31,DOT/USDT,MONITOR bot chenel,⏬SHORT,5 - 55,Cross, 8.0 - 8.15, 8.41, 7.90 7.60 7.30
1772115937,2024-01-12 12:24,SNT/USDT,MONITOR bot chenel,⏫LONG,5 - 55,Cross, 0.0405 - 0.0413, 0.0393, 0.0416 0.0425 0.045
1772115937,2024-01-20 09:29,APE/USDT,MONITOR bot chenel,⏫LONG,5 - 55,Cross, 1.366 - 1.396, 1.335, 1.415 1.46 1.55
