ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1832470426,2023-12-24 09:25,AUCTION/USDT,MONITOR bot chenel,⏫LONG,5Х - 35Х,Cross, по рынку , 41.14," 42.75, 43.09, 43.69"
1832470426,2023-12-24 13:44,PHB/USDT,MONITOR bot chenel,⏫LONG,5Х - 35Х,Cross, по рынку , 1.2791," 1.3422, 1.3555, 1.3788"
1832470426,2023-12-25 10:49,FTM/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, по рынку , 0.5487," 0.5285, 0.5242, 0.5168"
1832470426,2023-12-25 13:36,SEI/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, по рынку , 0.3876," 0.3733, 0.3703, 0.3651"
1832470426,2023-12-26 08:39,TRB/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, по рынку , 177.961," 184.932, 186.400, 188.968"
1832470426,2023-12-26 13:57,LINK/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, по рынку , 15.798," 15.215, 15.092, 14.877"
1832470426,2023-12-27 08:33,FTM/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, по рынку , 0.5009," 0.5205, 0.5246, 0.5318"
1832470426,2023-12-27 15:34,BLUR/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, по рынку , 0.4898," 0.5090, 0.5130, 0.5201"
1832470426,2023-12-28 09:39,COMP/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, по рынку , 62.64," 65.09, 65.61, 66.51"
1832470426,2023-12-28 15:47,LINK/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, по рынку, 16.704," 16.088, 15.958, 15.731"
1832470426,2023-12-29 09:30,ARB/USDT,MONITOR bot chenel,⏫LONG,х5 - х55,Cross, по рынку, 1.4422," 1.4987, 1.5106, 1.5315"
1832470426,2023-12-29 15:23,FTM/USDT,MONITOR bot chenel,⏬SHORT,х5 - х55,Cross, по рынку, 0.5050," 0.4863, 0.4824, 0.4755"
